Sentence ID,Concept ID,Level 1,Level 2,Level 3
579,C0036104,0,0,1
580,C0001241,0,0,1
580,C0036104,0,0,1
581,C0005586,1,1,0
581,C0425082,0,0,1
582,C0038661,1,1,0
582,C0424092,0,0,1
582,C0438696,1,1,0
583,C0015967,0,0,1
583,C0030318,1,1,1
583,C0086769,1,1,1
583,C0233730,0,0,1
583,C0424092,0,0,1
583,C0557883,0,0,1
584,C0015726,1,1,1
584,C0030318,0,0,1
584,C0086769,0,0,1
584,C0424092,0,0,1
584,C0522165,0,0,1
584,C0557883,0,0,1
585,C0003467,1,1,0
586,C0028643,0,0,1
586,C0042963,0,0,1
586,C0220870,0,0,1
586,C4075722,0,0,1
588,C0011991,1,1,1
589,C0015967,0,0,1
589,C0220870,0,0,1
590,C0581879,0,0,1
591,C0002957,0,0,1
591,C0581879,0,0,1
592,C0016382,0,0,1
592,C0043094,1,1,1
593,C0233660,0,0,1
593,C0424092,0,0,1
593,C0542476,0,0,1
594,C0002957,0,0,1
595,C0038661,1,1,0
595,C0438696,1,1,0
596,C0036104,0,0,1
596,C0220870,0,0,1
596,C0424092,0,0,1
596,C0425082,0,0,1
597,C0003467,1,1,0
597,C0015726,0,0,1
597,C0018681,1,1,0
597,C0030318,1,1,1
597,C0043094,1,1,1
597,C0086769,1,1,1
597,C0700031,0,1,0
598,C0040822,1,1,1
598,C0581879,0,0,1
599,C0220870,0,0,1
599,C0522165,0,0,1
599,C0581879,0,0,1
600,C0008031,1,1,1
600,C0015967,0,0,1
600,C0016053,1,1,0
600,C0020175,0,0,1
600,C0030193,1,1,1
600,C0036104,0,0,1
600,C0043094,1,1,1
600,C0278140,1,1,1
601,C0001241,0,0,1
601,C0036104,0,0,1
601,C0038999,0,0,1
601,C3672010,0,0,1
602,C0008031,1,1,1
602,C0015967,0,0,1
602,C0030193,1,1,1
602,C0036104,0,0,1
602,C0278140,1,1,1
602,C0455270,0,0,1
603,C0004095,0,0,1
603,C0015967,0,0,1
603,C0018616,0,0,1
603,C0036104,0,0,1
603,C0042963,0,0,1
603,C0231303,0,0,1
603,C0233494,0,0,1
605,C0042963,0,0,1
606,C0015726,0,0,1
606,C0028643,0,0,1
606,C0235108,0,0,1
606,C0522165,0,0,1
608,C0008031,0,0,1
608,C0016053,1,1,0
608,C0030193,1,1,1
608,C0392674,0,0,1
608,C0521008,0,0,1
609,C0425082,0,0,1
610,C0001241,0,0,1
610,C0036104,0,0,1
610,C3672010,0,0,1
612,C0019993,1,1,0
612,C0028643,0,0,1
612,C0030252,1,1,0
612,C0030318,0,0,1
612,C0085633,0,0,1
612,C0235239,0,0,1
612,C0564408,0,0,1
613,C0001973,0,0,1
613,C0549622,1,1,0
614,C0234019,0,0,1
615,C0012833,1,1,0
615,C0036973,0,0,1
615,C0038661,1,1,0
615,C0040822,1,1,1
615,C0043094,1,1,1
615,C0085593,0,0,1
615,C0220870,0,0,1
615,C0438696,1,1,0
615,C0917801,1,1,1
616,C0015726,0,0,1
616,C0036104,1,1,1
616,C0038999,0,0,1
616,C0424092,0,0,1
617,C0036973,0,0,1
617,C0278016,0,0,1
617,C0392674,0,0,1
617,C0557875,0,0,1
618,C0001241,0,0,1
618,C0018616,0,0,1
618,C0036104,0,0,1
618,C0231303,0,0,1
619,C0019993,1,1,0
619,C0036104,0,0,1
619,C0233730,0,0,1
619,C0424091,0,0,1
619,C0424092,0,0,1
619,C1562291,0,0,1
620,C0015967,0,0,1
620,C0038661,1,1,0
620,C0424092,0,0,1
620,C0438696,1,1,0
621,C0021167,1,1,0
621,C0036104,0,0,1
622,C0015672,1,1,0
622,C0018681,1,1,0
622,C0028081,1,1,1
622,C0038990,1,1,1
622,C0038999,0,0,1
622,C0040822,1,1,1
622,C0042963,0,0,1
622,C0043094,1,1,1
622,C0220870,0,0,1
622,C0233730,0,0,1
622,C0425766,0,0,1
622,C0557875,0,0,1
622,C0575805,0,0,1
622,C0581879,0,0,1
623,C0233763,0,0,1
623,C0425082,0,0,1
624,C0001973,0,0,1
624,C0015726,0,0,1
624,C0030318,0,0,1
624,C0038661,1,1,0
624,C0438696,1,1,0
624,C0438697,0,0,1
625,C0015967,0,0,1
625,C0036104,0,0,1
625,C0038661,1,1,0
625,C0085631,1,1,0
625,C0220870,0,0,1
625,C0424092,0,0,1
625,C0438696,1,1,0
626,C0042963,0,0,1
627,C0233632,0,0,1
627,C0233763,1,1,1
627,C0424092,0,0,1
627,C0547030,1,1,1
627,C0581879,0,0,1
630,C0003467,1,1,0
630,C0424092,0,0,1
633,C0043387,1,1,1
635,C0036104,0,0,1
636,C0018681,1,1,0
636,C0028081,1,1,1
636,C0038990,1,1,1
636,C0038999,0,0,1
636,C0040822,1,1,1
636,C0042963,0,0,1
636,C0043094,1,1,1
636,C0220870,0,0,1
636,C0233730,0,0,1
636,C0425766,0,0,1
636,C0575805,0,0,1
636,C0581879,0,0,1
637,C0003467,1,1,0
637,C0012833,1,1,0
637,C0030318,1,1,1
637,C0086769,1,1,1
637,C0220870,0,0,1
637,C0700031,1,1,0
637,C0917801,1,1,1
638,C0011991,1,1,1
638,C0233730,0,0,1
639,C0038990,1,1,1
639,C0233730,0,0,1
640,C0027497,1,1,1
640,C0042963,0,0,1
640,C0917801,0,0,1
641,C0001241,0,0,1
641,C0036104,0,0,1
642,C0027497,0,0,1
642,C0028643,0,0,1
642,C0042963,0,0,1
642,C0581879,0,0,1
642,C0587054,0,0,1
642,C0917801,0,0,1
643,C0003467,1,1,0
643,C0028643,0,0,1
643,C0233730,0,0,1
643,C0424092,0,0,1
643,C0554978,0,1,1
643,C0563146,0,0,1
643,C0701812,0,0,1
644,C0015726,0,0,1
644,C0016382,0,0,1
644,C0030318,0,0,1
645,C0015726,0,0,1
645,C0028084,1,1,0
645,C0030318,0,0,1
645,C0037320,1,1,1
645,C0220870,0,0,1
646,C0018524,1,1,0
646,C0233762,1,1,0
646,C0233763,1,1,0
647,C0015967,0,0,1
647,C0018681,1,1,0
647,C0036104,0,0,1
647,C0424444,0,1,1
648,C0015726,0,0,1
648,C0220870,0,0,1
648,C0233730,0,0,1
648,C0424092,0,0,1
648,C0557875,0,0,1
649,C0001241,0,0,1
649,C0149931,1,1,0
649,C0877781,0,0,1
650,C0038990,1,1,1
650,C0042963,0,0,1
650,C0233730,0,0,1
650,C0392674,0,0,1
650,C0438697,1,1,1
650,C0557875,0,0,1
650,C0581879,0,0,1
650,C0700590,1,1,1
651,C0002957,0,0,1
651,C0036104,0,0,1
651,C0038999,0,0,1
652,C0001241,0,0,1
652,C0028643,1,1,1
652,C0033774,0,0,1
652,C0036104,0,0,1
652,C0038990,1,1,1
652,C0233730,0,0,1
653,C0392674,0,0,1
653,C0424092,0,0,1
654,C0002957,0,0,1
654,C0028084,1,1,0
654,C0241729,1,1,0
654,C0917801,1,1,1
654,C1262477,0,1,1
656,C0028084,1,1,0
656,C0425082,0,0,1
656,C1456784,0,0,1
657,C0028643,0,0,1
657,C0085633,0,0,1
657,C0242362,0,0,1
658,C0043094,0,0,1
658,C1262477,1,1,0
659,C0002957,0,0,1
660,C0016382,0,0,1
660,C0028643,0,0,1
660,C0043387,1,1,1
660,C0220870,0,0,1
660,C0424092,0,0,1
660,C0560617,1,1,1
660,C0581879,0,0,1
660,C0587054,0,0,1
661,C0022107,1,1,0
661,C0581879,0,0,1
662,C0581879,0,0,1
664,C0011991,1,1,1
664,C0014724,1,1,1
664,C0027497,1,1,1
664,C0042963,0,0,1
665,C0028643,0,0,1
665,C0043094,0,1,1
665,C0085633,0,0,1
666,C0424092,0,0,1
667,C0549622,1,1,0
668,C0001241,0,0,1
668,C0016382,0,0,1
668,C0017168,1,1,1
669,C0424092,0,0,1
670,C0030193,1,1,1
670,C0221785,0,0,1
670,C0231528,1,1,0
670,C0233494,1,1,1
670,C0236000,0,1,1
670,C0427195,1,1,0
672,C0002957,0,0,1
672,C0018681,1,1,0
672,C0392674,0,0,1
672,C0424091,0,0,1
672,C0424092,0,0,1
672,C0557875,1,1,1
673,C0002957,1,1,1
673,C0003467,1,1,0
673,C0010399,1,1,0
673,C0038999,0,0,1
673,C0438697,1,1,0
673,C0917801,1,1,1
674,C0018616,0,0,1
674,C0028643,0,0,1
674,C0038999,0,0,1
674,C0278016,0,0,1
674,C0392674,0,0,1
674,C0424092,0,0,1
675,C0015726,0,0,1
675,C0015967,0,0,1
675,C0019112,0,0,1
675,C0028643,0,0,1
675,C0036104,0,0,1
675,C0235108,0,0,1
675,C0424092,0,0,1
675,C0557885,0,0,1
675,C0581879,0,0,1
675,C0587054,0,0,1
677,C0036104,0,0,1
677,C0038661,1,1,0
677,C0438696,1,1,0
678,C0015726,0,0,1
678,C0030193,0,0,1
678,C0235198,1,1,0
679,C0917801,0,0,1
681,C0581879,0,0,1
682,C0038661,1,1,0
682,C0438696,1,1,0
683,C0003467,1,1,0
683,C0018681,1,1,0
683,C0023380,1,1,0
683,C0028084,1,1,0
683,C0028643,0,0,1
683,C0037317,1,1,1
683,C0231303,1,1,1
683,C0233494,0,0,1
683,C0239649,0,0,1
683,C0344232,1,1,1
683,c0037317,1,1,1
684,C0003467,1,1,0
684,C0011991,1,1,1
684,C0018834,1,1,1
684,C0027497,1,1,1
684,C0033774,0,0,1
684,C0042963,0,0,1
684,C0043094,0,0,1
684,C0232461,1,1,0
684,C0424091,0,0,1
684,C0424092,0,0,1
684,C0850674,0,1,1
684,C0917801,1,1,1
684,C1262477,0,1,1
684,C1562291,0,0,1
684,C1971624,1,1,0
685,C0043094,1,1,1
685,C0392674,0,0,1
685,C0557875,0,0,1
686,C0015726,0,0,1
686,C0016382,0,0,1
686,C0030318,0,0,1
686,C0043094,0,1,1
687,C0002957,0,0,1
687,C0028643,0,0,1
687,C0043387,1,1,1
687,C0085633,0,0,1
687,C0220870,0,0,1
687,C0392674,0,0,1
687,C0424092,0,0,1
687,C0542313,0,0,1
687,C0557875,1,1,1
688,C0010200,0,0,1
688,C0424092,0,0,1
689,C0001241,0,0,1
689,C0004095,0,0,1
689,C0007859,0,1,1
689,C0015726,0,0,1
689,C0018681,1,1,0
689,C0028643,1,1,1
689,C0030193,1,1,1
689,C0036973,0,0,1
689,C0040822,0,0,1
689,C0085593,0,0,1
689,C0151315,1,1,1
689,C0239377,0,1,1
689,C0239511,0,1,1
689,C0239832В,0,1,1
689,C0239833,0,1,1
689,C0239882,0,0,1
689,C0241042,0,1,1
689,C0564820,0,1,1
689,C2141086,0,1,1
690,C0003467,1,1,0
692,C0030193,1,1,1
692,C0038999,0,0,1
692,C0239377,0,1,1
692,C0564820,1,1,1
694,C0003467,1,1,0
694,C0015726,0,0,1
694,C0028643,0,0,1
695,C0003467,1,1,0
695,C0015726,0,0,1
695,C0042963,0,0,1
695,C0424092,0,0,1
696,C0002170,0,1,1
696,C0018681,1,1,0
696,C0043094,1,1,1
696,C0917801,1,1,1
696,C1262477,1,1,1
697,C0018681,1,1,0
697,C0026821,0,0,1
697,C0028643,0,0,1
697,C0036104,0,0,1
697,C0036572,1,1,0
697,C0231303,1,1,1
697,C0232197,0,0,1
697,C0233494,0,0,1
697,C0239511,0,0,1
697,C0239832В,0,0,1
697,C0425101,0,0,1
698,C0016382,0,0,1
698,C0018524,1,1,0
698,C0233762,1,1,0
698,C0233763,1,1,0
698,C0234019,0,0,1
698,C0424117,1,1,0
698,C0438697,1,1,1
698,C0455769,1,1,0
698,C0542476,0,0,1
698,C0554980,1,1,0
699,C0015726,0,0,1
699,C0015967,0,0,1
699,C0019993,1,1,0
699,C0029944,0,1,1
699,C0038661,1,1,0
699,C0233730,0,0,1
699,C0278180,0,0,1
699,C0424366,1,1,1
699,C0438696,1,1,0
699,C0497406,0,0,1
699,C0522178,1,1,1
700,C0018681,1,1,0
700,C0581879,0,0,1
701,C0003467,1,1,0
701,C0232461,0,1,0
701,C0581879,0,0,1
701,C0917801,1,1,1
701,C1971624,1,1,0
702,C0001241,0,0,1
702,C0004604,1,1,1
702,C0018524,1,1,0
702,C0026821,0,0,1
702,C0028643,1,1,1
702,C0030193,1,1,1
702,C0037763,1,1,1
702,C0043094,1,1,1
702,C0231528,0,1,0
702,C0233762,1,1,0
702,C0233763,1,1,0
702,C0239832В,0,1,1
702,C0239833,0,1,1
703,C0030193,0,0,1
703,C0235108,0,0,1
704,C0015726,0,0,1
706,C0233763,0,0,1
706,C0438697,0,0,1
706,C0581879,0,0,1
708,C0015726,0,0,1
708,C0085628,0,0,1
709,C0018681,1,1,0
709,C0220870,0,0,1
709,C0233730,0,0,1
709,C0522165,0,0,1
709,C0581879,0,0,1
710,C0001241,0,0,1
710,C0016382,0,0,1
710,C0036104,0,0,1
710,C0424092,0,0,1
710,C0425082,0,0,1
710,C0425101,1,1,1
711,C0001973,0,0,1
711,C0011991,1,1,1
711,C0424092,0,0,1
713,C0002957,0,0,1
713,C0392674,0,0,1
713,C0424092,0,0,1
713,C0557875,1,1,1
713,C0581879,0,0,1
714,C0020175,1,1,1
715,C0917801,0,0,1
716,C0015726,0,0,1
716,C0043387,0,0,1
716,C0424092,0,0,1
717,C0020175,0,0,1
718,C0001241,0,0,1
718,C0028643,0,0,1
718,C0036104,0,0,1
718,C0042963,0,0,1
718,C0425082,0,0,1
718,C0542313,0,0,1
719,C0011057,0,0,1
719,C0027497,1,1,1
719,C0038990,0,0,1
719,C0042963,0,0,1
719,C0043094,0,0,1
719,C0232461,1,1,0
719,C0424235,0,0,1
719,C1262477,1,1,1
719,C1971624,1,1,0
719,C3887611,1,1,1
720,C0001241,0,0,1
720,C0036104,0,0,1
721,C0220870,0,0,1
721,C0424092,0,0,1
721,C0917801,1,1,1
722,C0001973,1,1,1
722,C0011124,1,1,0
722,C0012833,1,1,0
722,C0015672,1,1,0
722,C0018681,1,1,0
722,C0021177,1,1,0
722,C0043094,1,1,1
722,C0220870,0,0,1
722,C0232461,1,1,0
722,C0232462,0,1,0
722,C0557875,0,0,1
722,C1262477,0,1,0
723,C0003467,1,1,0
723,C0038990,0,0,1
723,C0425082,0,0,1
723,C0557878,0,0,1
724,C0001973,1,1,1
724,C0015672,1,1,0
724,C0036104,0,0,1
724,C0557875,0,0,1
725,C0001241,0,0,1
725,C0012833,1,1,0
725,C0015726,0,0,1
725,C0018616,0,0,1
725,C0036104,0,0,1
725,C0220870,0,0,1
725,C0278016,0,0,1
725,C0424092,0,0,1
725,C0557885,0,0,1
725,C0581879,0,0,1
727,C0038999,0,0,1
727,C0392674,0,0,1
728,C0002957,0,0,1
728,C0020175,1,1,1
728,C0392674,0,0,1
728,C0424092,0,0,1
728,C0557875,1,1,1
729,C0015967,0,0,1
729,C0026821,1,1,1
729,C0036104,0,0,1
729,C0037763,0,0,1
729,C0278016,0,0,1
729,C0344375,1,1,1
729,C0424092,0,0,1
730,C0036104,0,0,1
730,C0424092,0,0,1
730,C0582093,0,0,1
731,C0011206,0,0,1
731,C0020175,0,0,1
731,C0424092,0,0,1
731,C0497406,0,0,1
731,C0556385,0,1,1
732,C0016382,0,0,1
732,C0027497,1,1,1
732,C0042963,0,0,1
732,C0232937,0,0,1
733,C0015967,0,0,1
733,C0043387,1,1,1
734,C0011991,1,1,1
735,C0015726,0,0,1
736,C0001241,0,0,1
736,C0028643,0,0,1
736,C0036104,0,0,1
736,C0085633,0,0,1
736,C0239511,0,0,1
736,C0424091,0,0,1
736,C0424092,0,0,1
736,C0582093,0,0,1
737,C0011991,1,1,1
738,C0018681,1,1,0
738,C0917801,1,1,1
739,C0085632,1,1,0
740,C0038999,0,0,1
740,C0424092,0,0,1
741,C0011991,0,0,1
741,C0012833,1,1,0
741,C0016382,0,0,1
741,C0023380,1,1,0
741,C0027497,1,1,1
741,C0036973,0,0,1
741,C0042963,0,0,1
741,C0085593,0,0,1
741,C0220870,0,0,1
741,C0917801,1,1,1
741,C1971624,1,1,0
742,C0581879,0,0,1
743,C0038990,0,0,1
743,C0220870,0,0,1
743,C0242362,0,0,1
743,C0424092,0,0,1
743,C0522165,0,0,1
743,C0581879,0,0,1
744,C0001241,0,0,1
744,C0036104,1,1,1
744,C0038999,0,0,1
744,C0220870,0,0,1
744,C0392674,0,0,1
744,C0424092,0,0,1
744,C0557885,0,0,1
744,C0581879,0,0,1
744,C0582093,0,0,1
744,C0812387,0,0,1
744,C4075722,0,0,1
746,C0015726,0,0,1
746,C0028643,0,0,1
749,C0026821,0,0,1
749,C0232197,0,0,1
749,C0582051,0,0,1
750,C0036104,0,0,1
750,C0235146,0,1,1
750,C0581879,0,0,1
752,C0012833,1,1,0
752,C0020175,0,0,1
752,C0030318,0,0,1
752,C0220870,0,0,1
752,C0424091,0,0,1
752,C0438697,0,0,1
752,C1562291,0,0,1
752,C1971624,1,1,0
752,C2364087,1,1,0
753,C0425082,0,0,1
754,C0012833,1,1,0
754,C0015726,0,0,1
754,C0220870,0,0,1
754,C0232197,0,0,1
755,C0012833,1,1,0
755,C0220870,0,0,1
756,C0220870,0,0,1
756,C0542476,0,0,1
757,C0012833,1,1,0
757,C0220870,0,0,1
757,C0522165,0,0,1
758,C0043094,1,1,1
760,C0001241,0,0,1
760,C0033774,0,0,1
760,C0036104,0,0,1
760,C0043094,0,1,1
760,C0233488,0,0,1
761,C0043094,0,0,1
763,C0003467,1,1,0
763,C0011206,0,0,1
763,C0020175,0,0,1
763,C0035258,1,1,1
763,C0038990,0,0,1
763,C0424235,0,0,1
763,C1456784,1,1,1
763,C3887611,1,1,1
764,C0015967,0,0,1
764,C0028643,0,0,1
764,C0036104,0,0,1
764,C0043094,1,1,1
764,C0149931,1,1,0
764,C0235169,1,1,0
764,C0563146,0,0,1
764,C0701812,0,0,1
764,C0877781,0,0,1
764,C1262477,0,0,1
765,C0003467,1,1,0
765,C0015726,0,0,1
765,C0038999,0,0,1
765,C0278180,0,0,1
765,C0424092,0,0,1
765,C0581879,0,0,1
766,C0036973,0,0,1
767,C0002957,1,1,1
767,C0006325,1,1,1
767,C0015726,0,0,1
767,C0018681,1,1,0
767,C0038661,1,1,0
767,C0085633,1,1,1
767,C0424000,1,1,0
767,C0424091,0,0,1
767,C0438696,1,1,0
767,C0563146,0,0,1
767,C0581879,0,0,1
767,C0701812,0,0,1
767,C1262477,0,0,1
767,C1562291,0,0,1
768,C0004604,0,0,1
768,C0018681,1,1,0
768,C0030193,1,1,1
768,C0036104,0,0,1
768,C0038999,0,0,1
768,C0424092,0,0,1
768,C0455270,0,0,1
768,C0917801,1,1,1
770,C0015726,0,0,1
770,C0028084,1,1,0
771,C0702166,1,1,0
772,C0036104,0,0,1
772,C0702166,1,1,0
773,C0011206,0,0,1
773,C0013473,1,1,0
773,C0015672,1,1,0
773,C0017168,1,1,1
773,C0020175,1,1,1
773,C0038999,0,0,1
773,C0043094,1,1,1
773,C0235239,0,0,1
773,C0392674,0,0,1
773,C0522058,1,1,0
773,C0549622,1,1,0
773,C0557875,0,0,1
773,C0917801,1,1,1
774,C0001241,0,0,1
774,C0036104,0,0,1
774,C0233469,0,0,1
774,C0233730,0,0,1
774,C0278180,0,0,1
774,C0425082,1,1,1
775,C0002170,0,1,1
775,C0028643,0,0,1
775,C0037317,1,1,1
775,C0043094,1,1,1
775,C0085631,1,1,0
775,C1262477,1,1,1
775,c0037317,1,1,1
778,C0001973,1,1,1
778,C0009806,1,1,0
779,C0015726,0,0,1
779,C0016382,0,0,1
779,C0030318,0,0,1
779,C0581879,0,0,1
781,C1262477,1,1,1
782,C0038990,1,1,1
782,C0233730,0,0,1
783,C2129214,1,1,1
784,C0011057,0,0,1
784,C0030318,1,1,1
784,C0037320,0,0,1
784,C0220870,0,0,1
784,C0581879,0,0,1
785,C0001241,0,0,1
785,C0016382,0,0,1
785,C0027338,0,0,1
785,C0028643,1,1,1
785,C0036973,0,0,1
785,C0085593,0,0,1
785,C0235050,0,1,0
785,C0522057,0,1,1
786,C0026821,0,0,1
786,C0232197,0,0,1
787,C0015672,1,1,0
787,C0020175,0,0,1
787,C0036973,0,0,1
787,C0043387,1,1,1
787,C0085593,1,1,1
787,C0557875,0,0,1
787,C0581879,0,0,1
788,C0036973,0,0,1
788,C0085593,1,1,1
788,C0220870,0,0,1
789,C0581879,0,0,1
791,C0002957,0,0,1
791,C0392674,0,0,1
791,C0424092,0,0,1
791,C0425251,0,0,1
791,C0557875,1,1,1
792,C0038661,1,1,0
792,C0438696,1,1,0
793,C0042963,0,0,1
795,C0043094,1,1,1
796,C0028643,0,0,1
796,C0043094,1,1,1
797,C0004604,0,0,1
797,C0030193,0,0,1
797,C0231303,0,0,1
797,C0424092,0,0,1
797,C0455270,0,0,1
799,C0027497,1,1,1
799,C0042963,0,0,1
802,C0015967,0,0,1
802,C0018616,1,1,1
802,C0026821,0,0,1
802,C0036104,0,0,1
802,C0043352,0,0,1
803,C0043387,1,1,1
803,C0235108,0,0,1
803,C0581879,0,0,1
804,C0581879,0,0,1
804,C0582051,0,0,1
805,C0521008,0,0,1
806,C0012833,1,1,0
806,C0038661,1,1,0
806,C0085631,1,1,0
806,C0220870,0,0,1
806,C0438696,1,1,0
806,C0554980,1,1,0
806,C0917801,1,1,1
807,C0001241,0,0,1
807,C0003467,1,1,0
807,C0012833,1,1,0
807,C0220870,0,0,1
807,C0917801,1,1,1
808,C0036104,0,0,1
809,C0220870,0,0,1
809,C0522165,0,0,1
809,C0554980,1,1,0
809,C0581879,0,0,1
810,C0036104,0,0,1
811,C0015726,0,0,1
811,C0015967,0,0,1
811,C0036104,0,0,1
812,C0012833,1,1,0
812,C0220870,0,0,1
812,C0233763,0,0,1
812,C0424092,0,0,1
812,C0850674,0,0,1
814,C0028643,0,0,1
814,C0085633,0,0,1
814,C0220870,0,0,1
814,C0917801,1,1,1
815,C0011057,1,1,1
815,C0012833,1,1,0
815,C0027497,1,1,1
815,C0042963,1,1,1
815,C0220870,0,0,1
816,C1262477,1,1,1
817,C0232462,0,1,0
818,C0010200,0,0,1
818,C0424092,0,0,1
818,C0917801,1,1,1
819,C0581879,0,0,1
820,C0001241,0,0,1
820,C0036104,0,0,1
820,C0038999,0,0,1
820,C0425082,0,0,1
820,C0522165,0,0,1
821,C0012833,1,1,0
821,C0027497,1,1,1
821,C0042963,0,0,1
821,C0220870,0,0,1
822,C0001241,0,0,1
822,C0036104,0,0,1
822,C0424092,0,0,1
822,C0554980,1,1,0
823,C0036104,0,0,1
823,C0042963,1,1,1
823,C0557885,0,0,1
823,C0581879,0,0,1
824,C0002957,0,0,1
824,C0012833,1,1,0
824,C0220870,0,0,1
824,C0392674,0,0,1
824,C0424092,0,0,1
824,C0425251,0,0,1
824,C0557875,1,1,1
827,C0015726,0,0,1
827,C0424092,0,0,1
829,C0001241,0,0,1
829,C0018379,1,1,1
829,C0028643,1,1,1
829,C0038999,0,0,1
829,C0392674,0,0,1
829,C0581879,0,0,1
829,C0587054,0,0,1
830,C0240327В,0,0,1
831,C0004604,0,0,1
831,C0014724,0,0,1
831,C0016382,0,0,1
831,C0030193,0,0,1
831,C0236000,0,0,1
831,C0239833,0,0,1
831,C0392674,0,0,1
831,C0424091,0,0,1
831,C0424092,0,0,1
831,C0425083,0,0,1
831,C0425101,0,0,1
831,C0497406,0,0,1
831,C1562291,0,0,1
833,C0003467,1,1,0
833,C0038990,1,1,1
833,C0233730,0,0,1
833,C0700590,0,1,0
834,C0021177,1,1,0
834,C0030193,0,0,1
834,C0038990,1,1,1
834,C0233730,0,0,1
834,C0700590,1,1,0
835,C0015967,0,0,1
835,C0424092,0,0,1
836,C0038990,0,0,1
836,C0038999,0,0,1
836,C0220870,0,0,1
836,C0392674,0,0,1
836,C0542476,1,1,1
837,C0002957,0,0,1
837,C0004095,0,0,1
837,C0011057,0,0,1
837,C0011991,0,0,1
837,C0026603,0,0,1
837,C0027497,1,1,1
837,C0028643,0,0,1
837,C0038661,1,1,0
837,C0038663,1,1,0
837,C0042571,1,1,1
837,C0042963,0,0,1
837,C0233624,0,0,1
837,C0233660,0,1,1
837,C0235239,0,0,1
837,C0278016,0,0,1
837,C0344232,1,1,1
837,C0395016,1,1,1
837,C0424091,0,0,1
837,C0424092,0,0,1
837,C0425082,0,0,1
837,C0425083,0,0,1
837,C0425101,0,0,1
837,C0438696,1,1,0
837,C0522165,0,0,1
837,C0542313,0,0,1
837,C0542476,0,0,1
837,C0850674,0,0,1
837,C0917801,1,1,1
837,C1262477,0,0,1
837,C1562291,0,0,1
837,C2018018,1,1,1
838,C0015726,0,0,1
838,C0043387,0,0,1
839,C0235108,0,0,1
840,C0392674,0,0,1
840,C0557875,0,0,1
844,C0002957,0,0,1
844,C0018616,0,0,1
844,C0026821,0,0,1
844,C0036973,0,0,1
844,C0040822,0,0,1
844,C0085593,0,0,1
844,C0239882,0,0,1
844,C0438697,0,0,1
845,C0028643,0,0,1
845,C0030193,0,0,1
845,C0030318,0,0,1
845,C0037317,0,0,1
845,c0037317,0,0,1
846,C0004095,0,0,1
846,C0015967,0,0,1
846,C0016382,0,0,1
846,C0028643,0,0,1
846,C0030318,0,0,1
846,C0036104,0,0,1
846,C0233469,0,0,1
846,C0233471,0,0,1
846,C0239511,0,0,1
846,C0424092,0,0,1
846,C0701812,0,0,1
847,C0564408,0,0,1
848,C0003467,1,1,0
849,C0581879,0,0,1
850,C0015726,0,0,1
850,C0023380,1,1,0
850,C0027497,1,1,1
850,C0028081,1,1,1
850,C0038990,1,1,1
850,C0042963,0,0,1
850,C0220870,0,0,1
850,C0233730,0,0,1
850,C0581879,0,0,1
851,C0002957,0,0,1
851,C0036104,0,0,1
851,C0085632,1,1,0
851,C0392674,0,0,1
851,C0424092,0,0,1
851,C0425082,0,0,1
851,C0557875,1,1,1
851,C0557885,0,0,1
851,C0560617,0,0,1
851,C0581879,0,0,1
852,C0015726,0,0,1
852,C0028081,1,1,1
852,C0030318,0,0,1
852,C0038990,1,1,1
852,C0220870,0,0,1
852,C0233730,0,0,1
852,C0438697,0,0,1
852,C0700590,0,0,1
853,C0424092,0,0,1
854,C0015726,0,0,1
854,C0038990,0,0,1
854,C0043094,1,1,1
854,C0424091,0,0,1
854,C0542476,1,1,1
854,C1262477,1,1,1
854,C1562291,0,0,1
855,C0002957,0,0,1
855,C0392674,0,0,1
855,C0424092,0,0,1
855,C0557875,1,1,1
856,C0015726,0,0,1
856,C0036104,0,0,1
856,C0220870,0,0,1
856,C0424092,0,0,1
856,C0522165,0,0,1
856,C0581879,0,0,1
857,C0002957,0,0,1
857,C0220870,0,0,1
857,C0392674,0,0,1
857,C0424092,0,0,1
857,C0549622,1,1,0
857,C0557875,1,1,1
858,C0917801,1,1,1
859,C0011124,1,1,0
859,C0012833,1,1,0
859,C0015726,0,0,1
859,C0028081,1,1,1
859,C0038990,1,1,1
859,C0042963,0,0,1
859,C0043387,1,1,1
859,C0220870,0,0,1
859,C0233730,0,0,1
859,C0425766,0,0,1
859,C0581879,0,0,1
860,C0002957,0,0,1
860,C0392674,0,0,1
860,C0424092,0,0,1
860,C0557875,1,1,1
860,C0581879,0,0,1
861,C0220870,0,0,1
861,C0234019,0,1,1
862,C0424092,0,0,1
866,C0011991,0,0,1
866,C0015726,0,0,1
866,C0027497,1,1,1
866,C0030318,0,0,1
866,C0033774,0,0,1
866,C0036973,0,0,1
866,C0042963,0,0,1
866,C0220870,0,0,1
866,C0231530,1,1,0
866,C0917801,1,1,1
869,C0043094,1,1,1
870,C0043094,1,1,1
870,C0240327В,0,0,1
871,C0033774,0,0,1
871,C0220870,0,0,1
871,C0424092,0,0,1
871,C0521008,0,0,1
871,C0581879,0,0,1
872,C0010399,1,1,0
872,C0015726,0,0,1
872,C0033774,0,0,1
872,C0234019,0,1,1
872,C0438697,1,1,0
872,C0563146,0,0,1
872,C0701812,0,0,1
876,C0028643,0,0,1
876,C0542313,0,0,1
